job_id,job_title,company,location,salary,source,url,date_posted
2091069,Patient Care Specialist,STATLINX,USA,$36k,Remotive,https://remotive.com/remote-jobs/medical/patient-care-specialist-2091069,2026-07-16
1919265,Senior Independent Software Developer,A.Team,"Americas, Europe, Israel",$90 - $150 /hour,Remotive,https://remotive.com/remote-jobs/software-development/senior-independent-software-developer-1919265,2026-07-16
1919266,Senior Independent AI Engineer / Architect,A.Team,"Americas, Europe, Israel",$120 - $170 /hour,Remotive,https://remotive.com/remote-jobs/software-development/senior-independent-ai-engineer-architect-1919266,2026-07-16
2091068,Head of Marketing & Communications,garden3d,Worldwide,$150k - $230k,Remotive,https://remotive.com/remote-jobs/marketing/head-of-marketing-communications-2091068,2026-07-16
2069746,Tech Lead Full-Stack Rails Engineer,Mitre Media,"USA, Canada, USA timezones",$170k - $200k,Remotive,https://remotive.com/remote-jobs/software-development/tech-lead-full-stack-rails-engineer-2069746,2026-07-14
2091067,Senior DevOps Engineer,Lemon.io,"Americas, Europe, Asia, Africa, Oceania",-1,Remotive,https://remotive.com/remote-jobs/devops/senior-devops-engineer-2091067,2026-07-14
2091062,Senior Product Engineer (Fullstack),Clipster,"Europe, UK, Germany, France, European timezones",-1,Remotive,https://remotive.com/remote-jobs/software-development/senior-product-engineer-fullstack-2091062,2026-07-13
2090989,Assistant Account Payable,The Obesity Society,USA,-1,Remotive,https://remotive.com/remote-jobs/medical/assistant-account-payable-2090989,2026-07-12
1680495,Remote Office Assistant,Coalition Technologies ,Worldwide,"$31,2k- $52k",Remotive,https://remotive.com/remote-jobs/marketing/remote-office-assistant-1680495,2026-07-11
2091056,"Staff Software Engineer, Product (Belo Horizonte)",LawnStarter,Brazil,$80k - $100k,Remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-belo-horizonte-2091056,2026-07-09
2091058,"Staff Software Engineer, Product (Montevideo)",LawnStarter,Uruguay,$80k - $100k,Remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-montevideo-2091058,2026-07-09
2091055,"Staff Software Engineer, Product (São Paulo)",LawnStarter,Brazil,$80k - $100k,Remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-sao-paulo-2091055,2026-07-09
2091050,"Staff Software Engineer, Product (Mexico City)",LawnStarter,Mexico,$80k - $100k,Remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-mexico-city-2091050,2026-07-09
2091049,"Staff Software Engineer, Product (Campinas)",LawnStarter,Brazil,$80k - $100k,Remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-campinas-2091049,2026-07-09
2091059,"Staff Software Engineer, Product (Florianópolis)",LawnStarter,Brazil,$80k - $100k,Remotive,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-florianopolis-2091059,2026-07-09
2091057,Staff Product Engineer (Mexico City),LawnStarter,Mexico,$80k - $100k,Remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-mexico-city-2091057,2026-07-09
2091054,Staff Product Engineer (Montevideo),LawnStarter,Uruguay,$80k - $100k,Remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-montevideo-2091054,2026-07-09
2091053,Staff Product Engineer (Campinas),LawnStarter,Brazil,$80k - $100k,Remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-campinas-2091053,2026-07-09
2091052,Staff Product Engineer (Belo Horizonte),LawnStarter,Brazil,$80k - $100k,Remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-belo-horizonte-2091052,2026-07-09
2091051,Staff Product Engineer (Florianópolis),LawnStarter,Brazil,$80k - $100k,Remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-florianopolis-2091051,2026-07-09
2091048,Product Sales Specialist - Pet Health,Tribe Wellness,"USA, CST (UTC-6)",$55k - $100k,Remotive,https://remotive.com/remote-jobs/sales/product-sales-specialist-pet-health-2091048,2026-07-09
2086540,Inside Sales Contractor,"Credit Wellness, LLC",Worldwide,OTE $25k - $35k,Remotive,https://remotive.com/remote-jobs/sales/inside-sales-contractor-2086540,2026-07-08
2090949,High-Ticket Financial Sales Specialist & Team Lead Track,FSE LLC,Worldwide,$3k - $10k,Remotive,https://remotive.com/remote-jobs/sales/high-ticket-financial-sales-specialist-team-lead-track-2090949,2026-07-08
2091047,Online Data Analyst Canada (French Language) (C),TELUS Digital,Canada,-1,Remotive,https://remotive.com/remote-jobs/all-others/online-data-analyst-canada-french-language-c-2091047,2026-07-08
2091045,Tier III Service Desk Engineer,Unio Digital,USA,-1,Remotive,https://remotive.com/remote-jobs/information-technology/tier-iii-service-desk-engineer-2091045,2026-07-07
1185979,Freelance Writer,IAPWE,Worldwide,$50-$75 /hour,Remotive,https://remotive.com/remote-jobs/writing/freelance-writer-1185979,2026-07-04
1749306,Freelance Copywriter,Coalition Technologies ,Worldwide,$20k -$35k,Remotive,https://remotive.com/remote-jobs/writing/freelance-copywriter-1749306,2026-07-02
2090986,Senior AI Engineer,Lemon.io,"Northern America, LATAM, Europe, APAC",-1,Remotive,https://remotive.com/remote-jobs/artificial-intelligence/senior-ai-engineer-2090986,2026-07-02
2090942,Customer Operations & Writing Specialist,"Clerky, Inc.",Worldwide,$12K,Remotive,https://remotive.com/remote-jobs/customer-service/customer-operations-writing-specialist-2090942,2026-07-02
2090903,Data Labeling Specialists,Workada,USA,$18 - $22/hr,Remotive,https://remotive.com/remote-jobs/data/data-labeling-specialists-2090903,2026-07-01
2090985,Communications Manager,Lemon.io,"LATAM, Europe",-1,Remotive,https://remotive.com/remote-jobs/communications/communications-manager-2090985,2026-06-30
2091039,Client Success Coach (CSM),Impact Clients,"Northern America, Europe, South Africa",$120k - $220k,Remotive,https://remotive.com/remote-jobs/customer-service/client-success-coach-csm-2091039,2026-06-29
2091038,Sales Assistant ,Endureed by Global Innovation ,USA,$20k-$25k,Remotive,https://remotive.com/remote-jobs/sales/sales-assistant-2091038,2026-06-26
2091035,Mid/Senior AI Cinematic Video Editor,EverAI,Worldwide,$30k - $100k,Remotive,https://remotive.com/remote-jobs/artificial-intelligence/mid-senior-ai-cinematic-video-editor-2091035,2026-06-24
2090984,Senior Product Manager,Lemon.io,"Americas, Europe, Asia, Oceania",-1,Remotive,https://remotive.com/remote-jobs/product/senior-product-manager-2090984,2026-06-24
2091000,Staff Product Engineer (São Paulo),LawnStarter,Brazil,$80k - $100k,Remotive,https://remotive.com/remote-jobs/product/staff-product-engineer-sao-paulo-2091000,2026-06-23
2090994,Senior Quality Engineer (Florianópolis),LawnStarter,Brazil,$45k - $65k,Remotive,https://remotive.com/remote-jobs/qa/senior-quality-engineer-florianopolis-2090994,2026-06-23
2090995,Senior Quality Engineer (São Paulo),LawnStarter,Brazil,$45k - $65k,Remotive,https://remotive.com/remote-jobs/qa/senior-quality-engineer-sao-paulo-2090995,2026-06-23
2090996,Senior Quality Engineer (Belo Horizonte),LawnStarter,Brazil,$45k - $65k,Remotive,https://remotive.com/remote-jobs/qa/senior-quality-engineer-belo-horizonte-2090996,2026-06-23
2090998,Senior Quality Engineer (Campinas),LawnStarter,Brazil,$45k - $65k,Remotive,https://remotive.com/remote-jobs/qa/senior-quality-engineer-campinas-2090998,2026-06-23
2090997,Senior Quality Engineer (Porto Alegre),LawnStarter,Brazil,$45k- $65k,Remotive,https://remotive.com/remote-jobs/qa/senior-quality-engineer-porto-alegre-2090997,2026-06-23
-5845750936674893651,AI Engineer,Mastercard,India,-1,Jooble,https://jooble.org/jdp/-5845750936674893651,2026-06-23
2864249675158984073,AI Engineer/Python Developer for Agtech Company,Walter,India,-1,Jooble,https://jooble.org/jdp/2864249675158984073,2026-07-08
3018293746433080386,"Senior Software Engineer (Java full stack, mcp servers, AI engineering technologies, streaming platform)",Mastercard,India,-1,Jooble,https://jooble.org/jdp/3018293746433080386,2026-06-05
5900298870247360972,Senior Applied AI Engineer,Phdata,India,-1,Jooble,https://jooble.org/jdp/5900298870247360972,2026-07-07
5084074948423744007,AI Engineer - ElevenLabs,Smartworking,India,-1,Jooble,https://jooble.org/jdp/5084074948423744007,2026-07-07
1838934024043606694,Senior AI Engineer,Mastercard,India,-1,Jooble,https://jooble.org/jdp/1838934024043606694,2026-05-30
7980771154377894571,AI Governance Engineer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/7980771154377894571,2026-07-15
-3269121165905400974,Edge AI Engineer,Bright Vision Technologies,India,$100k - $155k,Jooble,https://jooble.org/jdp/-3269121165905400974,2026-07-16
-269965081923241935,AI Performance Engineer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/-269965081923241935,2026-07-16
8467571035426447427,AI Infrastructure Engineer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/8467571035426447427,2026-07-16
-4442775482839338393,AI Applications Engineer,Bright Vision Technologies,India,$100k - $175k,Jooble,https://jooble.org/jdp/-4442775482839338393,2026-07-15
-623956207598409558,AI Systems Engineer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/-623956207598409558,2026-07-15
1553835277868935251,AI Data Engineer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/1553835277868935251,2026-07-16
-6605673500211188646,AI Research Engineer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/-6605673500211188646,2026-07-16
95799797392379338,Integration Solutions Engineer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/95799797392379338,2026-07-15
2722131696273784593,"Senior Software Engineer (Java full stack, mcp servers, AI engineering technologies)",Mastercard,India,-1,Jooble,https://jooble.org/jdp/2722131696273784593,2026-07-07
2210012752894527566,Oracle Integration Cloud Developer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/2210012752894527566,2026-07-15
1014716870281140335,PeopleSoft Middleware Engineer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/1014716870281140335,2026-07-17
2951592429985417321,PeopleSoft Integration Developer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/2951592429985417321,2026-07-15
2659076957941604990,PeopleSoft Framework Developer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/2659076957941604990,2026-07-15
-1045900666143515687,PeopleSoft PeopleTools Developer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/-1045900666143515687,2026-07-15
-3462837646513242396,Lead Software Engineer,Mastercard,India,-1,Jooble,https://jooble.org/jdp/-3462837646513242396,2026-05-29
-1110671960269628687,Cloud Integration Developer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/-1110671960269628687,2026-07-15
3225135444889815789,HCL Commerce Developer,BlueSky Commerce,India,-1,Jooble,https://jooble.org/jdp/3225135444889815789,2026-06-11
-462052654959750111,PLM Application Engineer,Bright Vision Technologies,India,$100k - $150k,Jooble,https://jooble.org/jdp/-462052654959750111,2026-07-17
-4719015104680783727,Senior Site Reliability Engineer,Mastercard,India,-1,Jooble,https://jooble.org/jdp/-4719015104680783727,2026-05-23
-4730910813186925496,Software Engineer II,Mastercard,India,-1,Jooble,https://jooble.org/jdp/-4730910813186925496,2026-07-03
